"TOA5","CR200test","CR200X","No_SN","CR200X.Std.02","RMyoungFinalProgram2021_cr200.CR2","36029","TableMin"
"TIMESTAMP","RECORD","BattV_Avg","AirTC_Avg","RH_Avg","WSpeed_Avg","WDir_Avg"
"TS","RN","Volts","Deg C","%","meters/sec","degrees"
"","","Avg","Avg","Avg","Avg","Avg"
"2023-06-22 02:05:00",189,13.95456,12.88257,50.09321,0.8599998,206.4467
"2023-06-22 02:10:00",190,13.97092,13.29681,49.18161,0.3313333,222.0234
"2023-06-22 02:15:00",191,13.96405,13.41782,48.99807,0.09216667,174.9184
"2023-06-22 02:20:00",192,13.95753,13.97403,47.44521,0.5118333,246.7183
"2023-06-22 02:25:00",193,13.96914,14.41573,46.5365,0.5855001,272.0616
"2023-06-22 02:30:00",194,13.98686,14.59843,46.06094,0.4658333,262.7383
"2023-06-22 02:35:00",195,13.98311,14.30394,46.88305,0.1811667,252.9267
"2023-06-22 02:40:00",196,13.98812,14.39477,47.02663,0.6271666,265.2933
"2023-06-22 02:45:00",197,13.98884,14.33454,47.37301,0.175,287.3668
"2023-06-22 02:50:00",198,13.99048,14.33408,47.76787,0.3698335,289.8033
"2023-06-22 02:55:00",199,13.98425,14.47689,47.39905,0.0315,275.8568
"2023-06-22 03:00:00",200,13.96899,14.44244,47.55755,0.056,230.2668
"2023-06-22 03:05:00",201,13.98427,13.84273,49.75891,0.005,56.80003
"2023-06-22 03:10:00",202,13.98939,13.66952,50.55645,0.1616666,212.1817
"2023-06-22 03:15:00",203,13.97187,13.62913,51.18405,0.2818333,277.1183
"2023-06-22 03:20:00",204,13.99038,13.62928,51.21369,0.3758334,297.8083
"2023-06-22 03:25:00",205,13.96878,13.99576,49.52122,0.561,312.2401
"2023-06-22 03:30:00",206,13.98413,14.2917,48.54502,0.6986666,315.0117
"2023-06-22 03:35:00",207,13.97992,14.3669,48.59031,0.2578333,314.18
"2023-06-22 03:40:00",208,13.97222,13.74754,50.62048,0.2551667,112.565
"2023-06-22 03:45:00",209,13.97801,12.62913,54.28233,0.156,136.8384
"2023-06-22 03:50:00",210,13.97273,12.41896,55.72909,0.1306667,234.1483
"2023-06-22 03:55:00",211,13.9812,12.4831,56.30726,0.1071667,302.3649
"2023-06-22 04:00:00",212,13.97638,12.6203,55.67867,0.09583332,313.5967
"2023-06-22 04:05:00",213,13.97454,12.88994,54.19529,0.2478333,169.0016
"2023-06-22 04:10:00",214,13.97453,12.21284,56.10397,0.372,137.195
"2023-06-22 04:15:00",215,13.97235,11.69257,56.8239,0.2238334,203.3867
"2023-06-22 04:20:00",216,13.97957,11.48161,57.81829,0.05949999,219.1767
"2023-06-22 04:25:00",217,13.99082,11.69163,58.04376,0.2875,296.6801
"2023-06-22 04:30:00",218,13.97808,11.88953,57.7383,0.1526667,269.6534
"2023-06-22 04:35:00",219,13.97528,12.26089,56.49056,0.07383333,268.3018
"2023-06-22 04:40:00",220,13.97375,12.1102,56.68134,0.07316666,83.81338
"2023-06-22 04:45:00",221,13.96629,12.13328,56.49659,0,87.60005
"2023-06-22 04:50:00",222,13.95623,11.85601,57.44044,0.05949999,100.2501
"2023-06-22 04:55:00",223,13.96497,11.64988,58.56437,0,102.7
"2023-06-22 05:00:00",224,13.95168,11.65914,58.68371,0.086,159.12
